name,rating,review_count,latitude,longitude,postal_code,menu_data_updated,categories
L Marie's Southern Cuisine,5.0,17,34.0476899,-84.6018804,30144,1442228742,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Antico Pizza,4.5,2212,33.7845390776959,-84.4059366785736,30318,1442017639,"[Category(name=u'Pizza', alias=u'pizza')]"
Terra Terroir,3.5,135,33.8595139,-84.3403241,30319,1460537117,"[Category(name=u'Bar \xe0 vins', alias=u'wine_bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 Cocktails', alias=u'cocktailbars')]"
Real Subs Cafe,4.5,53,33.8424875649006,-84.5018094687013,30082,,"[Category(name=u'Salade', alias=u'salad'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Sandwich', alias=u'sandwiches')]"
The Downwind Restaurant and Lounge,4.0,80,33.8773353493095,-84.3044564567261,30341,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Burger', alias=u'burgers')]"
Luv-a-Bowl,4.0,44,34.017932,-84.191498,30097,1447637333,"[Category(name=u'Aliments crus & vivants', alias=u'raw_food'), Category(name=u'Bar \xe0 jus de fruits & smoothies', alias=u'juicebars')]"
Anis Bistro,4.0,229,33.8357638,-84.376597,30305,1460399680,"[Category(name=u'Restaurant Fran\xe7ais', alias=u'french')]"
Akina,4.0,68,34.0873222351074,-84.2552795410156,30005,,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]"
Juicy Jenny,4.0,26,33.8424878178839,-84.3806329742074,30305,,"[Category(name=u'Bar \xe0 jus de fruits & smoothies', alias=u'juicebars'), Category(name=u'Restaurant V\xe9g\xe9talien', alias=u'vegan'), Category(name=u'Magasin bio', alias=u'organic_stores')]"
JCT Kitchen & Bar,4.0,1037,33.7866310636518,-84.4124207264587,30318,1441992701,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Xin's Chinese Cuisine,4.0,55,33.9771384,-84.1616821,30096,,"[Category(name=u'Restaurant du Szechuan', alias=u'szechuan')]"
Vino Venue,4.0,60,33.9220771789551,-84.3157043457031,30338,1460233002,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars')]"
Baby Al's Chicago Dog,4.5,18,33.8984299,-84.1410141,30047,,"[Category(name=u'Fast Food', alias=u'hotdogs')]"
DC's Backyard Grill,4.0,34,33.9388741000292,-84.5426551872803,30060,1460224764,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Pho Hoang Long,4.0,166,33.9025907,-84.5437359,30060,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]"
Antico,3.5,177,34.071434,-84.276925,30009,,"[Category(name=u'Pizza', alias=u'pizza')]"
B's Bistro,4.0,34,33.9204292,-84.3854675,30328,1442088880,"[Category(name=u'Caf\xe9', alias=u'cafes')]"
Basket Shack,4.5,11,34.21735,-84.5035095,30114,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Thaicoon Marietta,4.0,164,33.9532309770584,-84.5515725016594,30060,1442264251,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Sushi', alias=u'sushi')]"
Taziki's Mediterranean Cafe,3.5,74,33.9087142944336,-84.3637084960938,30342,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]"
Bacchanalia,4.5,467,33.78678,-84.41226,30318,1442285613,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
678,4.0,216,33.9535670753561,-84.1422144342521,30096,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]"
Paizanos,3.5,142,33.94262,-84.21298,30071,1442374391,"[Category(name=u'Restaurant Italien', alias=u'italian')]"
Rose and Crown Tavern,3.5,152,33.9047699,-84.4615402,30339,,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Restaurant Britannique', alias=u'british')]"
Kumo Hibachi Sushi,4.0,27,34.0140647888184,-84.4957656860352,30066,,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Indian Grill Restaurant,4.5,14,33.9331012323451,-84.1805753937262,30071,1460464921,"[Category(name=u'Restaurant Indien', alias=u'indpak'), Category(name=u'Restaurant Halal', alias=u'halal'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]"
Amazing Burger,4.0,98,33.96074,-84.1449,30096,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Burger', alias=u'burgers'), Category(name=u'Fast Food', alias=u'hotdogs')]"
Pea Ridge Kitchen and Bar,4.0,62,33.8228607,-84.2619019,30033,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar', alias=u'bars')]"
Cheeseburger Bobby's,4.0,93,34.0138397,-84.5531311,30066,1442078721,"[Category(name=u'Burger', alias=u'burgers')]"
Brandi's World Famous Hot Dogs,4.5,98,33.975421,-84.553771,30060,,"[Category(name=u'Fast Food', alias=u'hotdogs'), Category(name=u'Hot Dog', alias=u'hotdog')]"
Meehan's Public House,4.0,148,33.86526,-84.4699,30339,1455657955,"[Category(name=u'Restaurant Irlandais', alias=u'irish'), Category(name=u'Pub Irlandais', alias=u'irish_pubs')]"
Food 101,3.5,174,33.8901863098145,-84.3807907104492,30342,1452812087,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Bar \xe0 Cocktails', alias=u'cocktailbars')]"
Clay's Sports Cafe,4.0,142,33.9327545166016,-84.3804931640625,30328,,"[Category(name=u'Bar tabac presse et PMU', alias=u'divebars'), Category(name=u'Ailes de poulet', alias=u'chicken_wings')]"
The Snug Gastro Pub,4.0,37,34.2370262145996,-84.489990234375,30114,1442231733,"[Category(name=u'Salle de concert', alias=u'musicvenues'), Category(name=u'Pub gastronomique', alias=u'gastropubs')]"
Sophie's Uptown,4.5,28,33.8368237840564,-84.3833806850957,30305,,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Deli', alias=u'delis')]"
Copper Cove Indian Bistro,4.0,106,33.836534,-84.377656,30305,,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
Tava Indian Bistro,4.5,75,33.7963780760765,-84.2823947221041,30033,,"[Category(name=u'Restaurant Indien', alias=u'indpak'), Category(name=u'Restaurant Halal', alias=u'halal')]"
Fresh Grill,4.0,30,34.0204811,-84.1924362,30022,1455134703,"[Category(name=u'Dessert', alias=u'desserts'), Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Pacific Spice Thai & Chinese Bistro,4.0,49,34.1311196475349,-84.4987700455627,30188,1455288918,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Tha\xef', alias=u'thai')]"
Sushi Yu,4.0,108,34.013298034668,-84.5670013427734,30144,1455484829,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]"
Chon Ngern Thai Restaurant,4.5,68,34.2419738769531,-84.4967956542969,30114,,"[Category(name=u'Tha\xef', alias=u'thai')]"
Mint Leaf Indian Cuisine,4.0,56,33.882427,-84.487373,30080,1455133991,"[Category(name=u'Restaurant Indien', alias=u'indpak'), Category(name=u'Restaurant Halal', alias=u'halal')]"
Tin Can Fish House & Oyster Bar,3.5,99,33.920158,-84.381943,30328,1460080543,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Bar', alias=u'bars')]"
Havana Sandwich Shop,4.0,58,33.8330345,-84.3406754,30329,1442374699,"[Category(name=u'Restaurant Cubain', alias=u'cuban')]"
Marietta Crawfish,4.0,28,33.9507371,-84.5105929,30068,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Heart of India,4.0,97,33.886958,-84.254638,30341,1460514180,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
La Casa Italian Grill,3.5,73,34.0746536254883,-84.2962799072266,30009,1442094452,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
1KEPT Kitchen & Bar,4.0,110,33.8169285,-84.3895688,30309,1442116758,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Nam Phuong,4.0,255,33.8611259460449,-84.3073883056641,30345,1460189934,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]"
Stem Wine Bar,4.5,24,33.9807625,-84.4256516,30068,1442199749,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars'), Category(name=u'Bar \xe0 tapas', alias=u'tapas')]"
The 57th Fighter Group Restaurant,3.5,163,33.8730523238995,-84.3055629730225,30341,1460575174,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Vincenza's Pizzeria,4.0,31,34.130439,-84.2285,30004,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]"
Zoes Kitchen,3.5,57,33.98484,-84.42271,30062,1460108969,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Sushi Nami Too,3.5,116,33.907341,-84.3645554,30342,,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]"
CoConutz Jamaican Restaurant,4.0,38,34.0326194763184,-84.5289001464844,30066,1442105433,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]"
Pappasito's Cantina,3.5,301,33.9021186828613,-84.4710159301758,30067,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]"
La Botana,4.0,88,33.91949,-84.30432,30341,,"[Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]"
Our Way Cafe,4.5,80,33.7751577794552,-84.2740108072758,30030,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Sage Woodfire Tavern Alpharetta,3.5,143,34.0597087,-84.2875272,30009,1442264166,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
OK Cafe,3.5,322,33.8492766238596,-84.4300467652961,30327,1442107515,"[Category(name=u'Caf\xe9', alias=u'cafes')]"
Moksha Kitchen,4.0,79,34.01625,-84.16289,30096,,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
Simply Thai,3.5,127,33.92822,-84.31161,30338,1441967378,"[Category(name=u'Tha\xef', alias=u'thai')]"
North River Tavern,3.5,107,34.001194,-84.350187,30350,,"[Category(name=u'Bar tabac presse et PMU', alias=u'divebars'), Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Bar \xe0 bi\xe8res', alias=u'beerbar')]"
Armando's Caribe,4.0,131,34.0204048156738,-84.1585311889648,30097,1441972351,"[Category(name=u'Restaurant Am\xe9rique latine', alias=u'latin'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
El Don Taco Truck,4.5,75,34.1117068437858,-84.5814549922943,30189,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Stand de nourriture', alias=u'foodstands'), Category(name=u'Vendeur de rue', alias=u'streetvendors')]"
La Casona Colombian Restaurant,4.0,63,33.9026413,-84.2761536,30340,1457764028,"[Category(name=u'Restaurant Colombien', alias=u'colombian')]"
Pour Bistro,3.5,47,33.8609390258789,-84.3313369750977,30319,1460078827,"[Category(name=u'Bar \xe0 vins', alias=u'wine_bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
There,3.5,135,33.8710174560547,-84.3354873657227,30319,,"[Category(name=u'Pub gastronomique', alias=u'gastropubs'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
CHOW BING,4.0,124,33.8461936566328,-84.373465506917,30305,1457012268,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Restaurant ta\xefwanais', alias=u'taiwanese'), Category(name=u'Sans gluten', alias=u'gluten_free')]"
Dunwoody Bistro,4.0,15,33.9585114,-84.3026428,30338,1460032629,"[Category(name=u'Restaurant Europ\xe9en moderne', alias=u'modern_european'), Category(name=u'Sandwich', alias=u'sandwiches')]"
Mariscos La Riviera Nayarit,4.5,15,33.9061033391188,-84.2052741721272,30093,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Cafe At Pharr,4.5,19,33.9491386,-84.3359528,30338,1442201962,"[Category(name=u'Salade', alias=u'salad'), Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Sandwich', alias=u'sandwiches')]"
Blue Moon Pizza,4.0,154,33.9048271179199,-84.4845428466797,30067,,"[Category(name=u'Pizza', alias=u'pizza')]"
Sweet Hut Bakery & Cafe,4.0,600,33.8932440967575,-84.2844486236572,30340,1442101274,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Dessert', alias=u'desserts')]"
Discover Wings,4.0,79,33.9164853173786,-84.1633702780934,30093,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Burger', alias=u'burgers')]"
Chastain Tavern,4.0,34,33.8755424940827,-84.3797092884779,30342,,"[Category(name=u'Assiettes et planches', alias=u'tapasmallplates'), Category(name=u'Pub gastronomique', alias=u'gastropubs')]"
Vingenzo's,3.5,128,34.1020899,-84.51833,30188,1460577705,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Sans gluten', alias=u'gluten_free'), Category(name=u'Pizza', alias=u'pizza')]"
The Mughals,4.0,69,33.9024353027344,-84.2034378051758,30093,,"[Category(name=u'Deli', alias=u'delis'), Category(name=u'Produits du monde', alias=u'ethnicmarkets'), Category(name=u'Restaurant Pakistanais', alias=u'pakistani')]"
Chuy's,3.5,245,33.925817460609,-84.344142633402,30346,1460094103,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Dolce Italian,4.0,47,33.8376499,-84.38035,30305,1460536647,"[Category(name=u'Restaurant Italien', alias=u'italian')]"
Wagaya Japanese Restaurant,4.0,180,33.78648,-84.39832,30318,,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]"
Go Vegetarian Restaurant,4.5,185,33.8104286193848,-84.2707061767578,30033,,"[Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]"
La Carreta Hispanic Grocery and Taqueria,4.5,93,33.9504395,-84.5155792,30062,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Supermarch\xe9', alias=u'grocery'), Category(name=u'Restaurant Colombien', alias=u'colombian')]"
Memphis Barbecue Co,3.5,116,33.9341741,-84.3380177,30338,1442207885,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Pho 24,3.5,262,33.8773918151855,-84.2934799194336,30341,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]"
Izzy's NY Pizza,4.5,55,33.882153,-84.161284,30047,,"[Category(name=u'Pizza', alias=u'pizza')]"
Cypress Street Pint & Plate,4.0,773,33.7772853666442,-84.3861176305236,30308,1460526600,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Burger', alias=u'burgers')]"
Little Sheep Mongolian Hot Pot,4.0,61,33.8915519714355,-84.2857437133789,30340,,"[Category(name=u'Restaurant Mongole', alias=u'mongolian'), Category(name=u'Fondue chinoise', alias=u'hotpot'), Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Masti Fun Indian Street Eats,4.0,134,33.8154494273405,-84.3106891796921,30329,1457692127,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
Fellini's Pizza,4.0,114,33.8758700340986,-84.3803536891937,30342,,"[Category(name=u'Pizza', alias=u'pizza')]"
Sabores Del Plata,4.0,60,33.9312187516151,-84.22443151474,30071,1442077740,"[Category(name=u'Restaurant Am\xe9rique latine', alias=u'latin')]"
Tuscany Italian Restaurant,4.0,96,34.106777,-84.543103,30189,1441992775,"[Category(name=u'Restaurant Italien', alias=u'italian')]"
Wild Ginger,3.5,129,33.919376373291,-84.2982559204102,30341,,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Sushi', alias=u'sushi')]"
Oishi Noodles,4.0,23,34.0448365372405,-84.177201670824,30097,,"[Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Mi Pilon,4.0,72,33.9410247802734,-84.2094268798828,30071,1460399310,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean'), Category(name=u'Traiteur', alias=u'catering')]"
Darwin's Burgers and Blues,4.0,45,33.9528160095215,-84.5053253173828,30062,,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Salle de concert', alias=u'musicvenues'), Category(name=u'Burger', alias=u'burgers')]"
Great Wall Chinese & Shiro Sushi Bar,4.0,85,33.9217,-84.46648,30067,1442374388,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Sushi', alias=u'sushi')]"
Doraku Sushi Buckhead,4.0,62,33.8391378521919,-84.3788563460112,30305,1451462659,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Bodega Latinio Market Place,3.0,1,34.0263955,-84.3593231,30075,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Folks Southern Kitchen,3.5,84,33.9037704,-84.4875031,30060,1442264254,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
7 Star II,3.5,10,34.0117683,-84.3633423,30075,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]"
Tower Burger,3.5,53,34.0662300315781,-84.3166783824563,30009,,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Bar', alias=u'bars')]"
Rock's Chicken and Fries,4.5,31,33.8521271,-84.360817,30326,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Glace & Yaourt glac\xe9', alias=u'icecream')]"
Sweet Tentations French Bakery,4.0,42,33.9853515625,-84.2708358764648,30022,,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Restaurant Fran\xe7ais', alias=u'french')]"
Haru Ichiban,4.0,257,33.9577008783817,-84.1369988769293,30096,1442285542,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]"
Giga-Bites Cafe,4.5,17,33.95965,-84.499994,30062,1441997497,"[Category(name=u'Magasin de loisirs', alias=u'hobbyshops'), Category(name=u'Caf\xe9', alias=u'cafes')]"
Baked,4.0,38,33.759708404541,-84.3710556030273,30312,1455317495,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Cuisine traditionnelle', alias=u'comfortfood')]"
Sitar Indian Restaurant,4.0,51,33.9879533,-84.2703724,30022,1458028961,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
Nicola's Restaurant,4.0,100,33.815448,-84.336112,30329,1442374690,"[Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern')]"
Cook Out,3.5,53,34.0614166259766,-84.2894058227539,30009,,"[Category(name=u'Hot Dog', alias=u'hotdog'), Category(name=u'Burger', alias=u'burgers')]"
La Strada Restaurant,3.5,27,34.02055,-84.4274,30062,1442264260,"[Category(name=u'Restaurant Italien', alias=u'italian')]"
Shiraz Cafe,4.0,47,34.0924492,-84.2073593,30005,,"[Category(name=u'Restaurant Perse/Iranien', alias=u'persian'), Category(name=u'Restaurant Italien', alias=u'italian')]"
Chateau Saigon,4.0,240,33.867992,-84.301833,30345,1442019441,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]"
The Rusty Nail Pub,4.0,93,33.83316,-84.34138,30329,1460400062,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Bar tabac presse et PMU', alias=u'divebars')]"
RReal Tacos,4.5,59,33.7774916,-84.3832099,30308,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
Taco El Dorado,4.0,104,33.969330266118,-84.1455852985382,30096,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]"
The Optimist,4.0,809,33.77999,-84.41069,30318,1442102395,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Thompson Brothers Barbeque,4.0,134,33.8921476900578,-84.4773738831282,30080,1442285523,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
Folk Art,4.0,338,33.767447,-84.351615,30307,1442142404,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Diner Am\xe9ricain', alias=u'diners')]"
Baldinos Giant Jersey Subs,4.0,121,33.90616,-84.26949,30340,1442285692,"[Category(name=u'Sandwich', alias=u'sandwiches')]"
Leon's Full Service,4.0,675,33.775501989278,-84.2951466792275,30030,1442029498,"[Category(name=u'Pub gastronomique', alias=u'gastropubs'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Bar \xe0 Cocktails', alias=u'cocktailbars')]"
Siam Square Thai Cuisine,4.0,155,33.8983994,-84.4962311,30080,1442264251,"[Category(name=u'Tha\xef', alias=u'thai')]"
La Madeleine,4.0,136,33.9597663879395,-84.138801574707,30096,1441994392,"[Category(name=u'Restaurant Fran\xe7ais', alias=u'french'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Sandwich', alias=u'sandwiches')]"
Murphy's,4.0,685,33.7820899,-84.35487,30306,1441941287,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Dessert', alias=u'desserts')]"
Sway,4.0,216,33.7614517,-84.3867798,30308,1442093000,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Penang Malaysian Cuisine,4.0,130,34.0124018490314,-84.5652517676353,30144,1442004391,"[Category(name=u'Restaurant Malaysien', alias=u'malaysian')]"
Sam's BBQ1,4.0,99,33.9657656103373,-84.407139569521,30068,1442016211,"[Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]"
Samui Island Thai Cuisine,4.0,95,33.970886,-84.219374,30092,,"[Category(name=u'Tha\xef', alias=u'thai')]"
Wing Factory - Dunwoody,4.0,27,33.9484404780964,-84.3377077858418,30338,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Bar des sports', alias=u'sportsbars'), Category(name=u'Ailes de poulet', alias=u'chicken_wings')]"
Fancy Pantry,3.5,42,34.0369413609708,-84.2906137571167,30022,,"[Category(name=u'Deli', alias=u'delis'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]"
Cherokee Cattle Company,3.5,94,34.0171345820501,-84.5268419658285,30066,1442285507,"[Category(name=u'Restaurant Grill', alias=u'steak')]"
K BBQ Taco,4.5,81,33.7758067,-84.2963559,30030,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]"
Smokebelly BBQ,3.5,161,33.842526,-84.383196,30305,1460203887,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]"
La Costilla Grill,3.5,76,33.8585091,-84.3097076,30345,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Restaurant Grill', alias=u'steak')]"
BURGERFI,3.5,165,34.087977,-84.270569,30004,,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Hot Dog', alias=u'hotdog'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]"
Downtown Kitchen,4.0,80,34.23626,-84.48968,30114,1441963942,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
Pattaya Cafe,4.0,40,34.0053193118984,-84.1738610148383,30096,1455873607,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Restaurant Indon\xe9sien', alias=u'indonesian')]"
Fish Monger Seafood Grill Roswell,4.0,1,34.0350914001465,-84.3429107666016,30076,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]"
Cafe Posh,4.0,38,33.8893623352051,-84.3828430175781,30342,,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern')]"
Bantam + Biddy,3.0,145,34.0700210323372,-84.2767207067216,30009,,"[Category(name=u'Cuisine traditionnelle', alias=u'comfortfood'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]"
Philly Connection,2.5,12,34.0447311,-84.3332367,30076,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]"
The Patty Wagon,4.5,13,34.0684700012207,-84.5208053588867,30066,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Burger', alias=u'burgers'), Category(name=u'Food Truck', alias=u'foodtrucks')]"
Cafe Bombay,4.0,420,33.8283561298043,-84.3268966357462,30329,1455189636,"[Category(name=u'Restaurant Indien', alias=u'indpak')]"
Apu Grill,4.5,48,34.2172089,-84.1487427,30040,,"[Category(name=u'Restaurant Cubain', alias=u'cuban'), Category(name=u'Restaurant P\xe9ruvien', alias=u'peruvian')]"
Sakura Garden,5.0,9,33.9992025035305,-84.1460047268392,30096,,"[Category(name=u'Restaurant Japonais', alias=u'japanese')]"
Blossom Tree,4.5,157,33.7554945955001,-84.3891076100377,30303,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]"
Dish Dive,4.5,64,33.76452,-84.3141799,30317,1460227040,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Cuisine traditionnelle', alias=u'comfortfood')]"
Wow Deli,4.5,15,34.168864,-84.414536,30188,,"[Category(name=u'Deli', alias=u'delis'), Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Fast Food', alias=u'hotdogs')]"
Buckhead Diner,3.5,414,33.83935,-84.36873,30305,1442374525,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Produits du monde', alias=u'ethnicmarkets'), Category(name=u'Diner Am\xe9ricain', alias=u'diners')]"
bartaco West Midtown,4.0,559,33.778736,-84.409325,30318,1442207246,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Bar \xe0 tapas', alias=u'tapas')]"
