name,rating,review_count,latitude,longitude,postal_code,menu_data_updated,categories,City,State
Terra Terroir,3.5,135,33.8595139,-84.3403241,30319,1460537117,"[Category(name=u'Bar \xe0 vins', alias=u'wine_bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 Cocktails', alias=u'cocktailbars')]",Atlanta,GA
Figo Pasta,3.5,42,33.7773713036094,-84.4080273807049,30318,,"[Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Tijuana Garage,3.5,208,33.7639427185059,-84.3488159179688,30307,1442374556,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Pubs', alias=u'pubs'), Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]",Atlanta,GA
International Cafe,4.0,66,33.83722,-84.33645,30329,1446035781,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Gyro Gyro,4.5,79,33.94136,-84.27137,30360,,"[Category(name=u'Restaurant Grec', alias=u'greek')]",Atlanta,GA
Rock's Chicken and Fries,4.5,31,33.8521271,-84.360817,30326,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Glace & Yaourt glac\xe9', alias=u'icecream')]",Atlanta,GA
Trader Vic's,3.5,192,33.76157,-84.3833618,30303,1442374489,"[Category(name=u'Restaurant Hawa\xefen', alias=u'hawaiian'), Category(name=u'Bar', alias=u'bars'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]",Atlanta,GA
Escorpión,3.5,343,33.776306319887,-84.384717239348,30308,1442088524,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Brezza Cucina,3.5,86,33.77222,-84.3660699,30308,1460490874,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Vinny's New York Pizza,4.0,130,33.7783839848204,-84.3848387480616,30308,,"[Category(name=u'Pizza', alias=u'pizza')]",Atlanta,GA
Sushi House Hayakawa,4.5,386,33.913490825061,-84.261040473584,30340,1442003284,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Community Smith,3.5,100,33.7783508300781,-84.3877410888672,30308,1460442498,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar', alias=u'bars')]",Atlanta,GA
Newks Eatery,4.0,41,33.82839,-84.32913,30329,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Pizza', alias=u'pizza')]",Atlanta,GA
Yumbii,4.0,115,33.81982421875,-84.3570098876953,30324,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean'), Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Food Truck', alias=u'foodtrucks')]",Atlanta,GA
Sushi Huku Japanese Restaurant,4.0,233,33.9047584815811,-84.4289875030518,30339,1442374731,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Asante,4.0,68,33.7616709,-84.3951127,30313,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9rique latine', alias=u'latin')]",Atlanta,GA
MAYA Steaks and Seafood,4.5,59,33.9231186,-84.3794937,30328,1442230562,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Grill', alias=u'steak')]",Atlanta,GA
Saba,3.5,69,33.7876785,-84.3252713,30307,,"[Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Sub-Base Sandwich Shoppe,4.5,41,33.8985892,-84.3050357,30341,,"[Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Beignet & Donuts', alias=u'donuts')]",Atlanta,GA
STEEL Restaurant & Lounge,3.5,300,33.780588197049,-84.3876914297,30309,1441988555,"[Category(name=u'Restaurant Asiatique', alias=u'asianfusion'), Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Tha\xef', alias=u'thai')]",Atlanta,GA
Atlanta Food Truck Park,3.5,144,33.8063953879368,-84.4136238098145,30318,,"[Category(name=u'Vendeur de rue', alias=u'streetvendors'), Category(name=u'Stand de nourriture', alias=u'foodstands')]",Atlanta,GA
Streatery,4.5,22,33.760628,-84.388336,30303,,"[Category(name=u'Hot Dog', alias=u'hotdog'), Category(name=u'Stand de nourriture', alias=u'foodstands')]",Atlanta,GA
Negril Village,3.5,214,33.7715229434348,-84.386467449367,30308,1442203521,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]",Atlanta,GA
Frenchy's On The Go,4.0,17,33.68927,-84.48861,30311,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Atlanta,GA
Souper Jenny,4.0,194,33.8417147792552,-84.3856265768409,30305,1442374502,"[Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Soupe', alias=u'soup')]",Atlanta,GA
The Southern Gentleman,3.5,135,33.8376503,-84.3803482,30305,1460225401,"[Category(name=u'Pub gastronomique', alias=u'gastropubs'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Q Time,4.0,30,33.7380752563477,-84.4244537353516,30310,1442285600,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood')]",Atlanta,GA
Ray's in the City,3.5,333,33.760627746582,-84.3883361816406,30303,1460119578,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Lips Atlanta,4.0,151,33.835595,-84.337109,30329,,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Cabaret', alias=u'cabaret')]",Atlanta,GA
Doc Chey's Noodle House,3.5,171,33.793249,-84.351762,30306,,"[Category(name=u'Restaurant Asiatique', alias=u'asianfusion'), Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]",Atlanta,GA
Wats Crackin Garlic Crabs,3.5,18,33.742337047734,-84.2894046753645,30317,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Marie's At Ummat Cafe,4.5,17,33.738976791501,-84.3115858733654,30316,1458424296,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]",Atlanta,GA
Thai Chili,3.5,157,33.8171792775393,-84.3351095169783,30329,1455475004,"[Category(name=u'Tha\xef', alias=u'thai')]",Atlanta,GA
Quoc Huong Banh Mi Fast Food,4.0,315,33.892958,-84.285325,30340,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese'), Category(name=u'Fast Food', alias=u'hotdogs')]",Atlanta,GA
TomTom: Virginia Highland,4.5,21,33.7824519,-84.3548314,30306,,"[Category(name=u'Bar \xe0 tapas', alias=u'tapas'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Flats,4.0,17,33.75818,-84.39291,30303,1460251774,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Fast Food', alias=u'hotdogs')]",Atlanta,GA
Watershed on Peachtree,3.5,199,33.8044803,-84.3936531,30309,1442103004,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Edgewood Corner Tavern,3.5,143,33.754353,-84.372489,30312,1441991585,"[Category(name=u'Salle de billard', alias=u'poolhalls'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Pubs', alias=u'pubs')]",Atlanta,GA
One Love Jerk Grill,4.5,21,33.793083190918,-84.4453887939453,30318,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean'), Category(name=u'Vendeur de rue', alias=u'streetvendors')]",Atlanta,GA
Bellwoods Social House,3.5,78,33.778595,-84.41066,30318,1447925442,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Olde Blind Dog Irish Pub,4.0,136,33.8700818,-84.3371577,30319,1460104757,"[Category(name=u'Restaurant Irlandais', alias=u'irish'), Category(name=u'Pubs', alias=u'pubs')]",Atlanta,GA
Blue Moon Pizza,4.0,120,33.839213,-84.376912,30305,1446445501,"[Category(name=u'Pizza', alias=u'pizza')]",Atlanta,GA
Farm To Ladle,4.0,45,33.7730512169993,-84.3662308130881,30308,,"[Category(name=u'Salade', alias=u'salad'), Category(name=u'Soupe', alias=u'soup'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Fogo de Chão Brazilian Steakhouse,4.5,691,33.84063,-84.369487,30305,1460399758,"[Category(name=u'Restaurant Br\xe9silien', alias=u'brazilian'), Category(name=u'Restaurant Grill', alias=u'steak'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Corner Bakery Cafe,3.5,95,33.7618343,-84.3877178,30303,1442374481,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Pour Bistro,3.5,47,33.8609390258789,-84.3313369750977,30319,1460078827,"[Category(name=u'Bar \xe0 vins', alias=u'wine_bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Apres Diem,3.5,382,33.7799377441406,-84.3682250976562,30308,1441941300,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
The Cafe at Linton's,4.0,35,33.78991,-84.37361,30309,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Unity Restaurant,5.0,7,33.750145,-84.4529266,30310,,"[Category(name=u'Restaurant', alias=u'restaurants')]",Atlanta,GA
Agavero cantina,4.5,29,33.7897148132324,-84.4254760742188,30318,1456656063,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]",Atlanta,GA
The Cookie Studio,4.5,55,33.83683,-84.38302,30305,1442116544,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Atlanta,GA
Nam Phuong,4.0,255,33.8611259460449,-84.3073883056641,30345,1460189934,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]",Atlanta,GA
O4W Pizza,4.5,153,33.7578125,-84.3652877807617,30312,,"[Category(name=u'Pizza', alias=u'pizza')]",Atlanta,GA
Minero,3.5,104,33.7721765586492,-84.3661438889923,30308,1448769604,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
YumDiggity,4.0,32,33.7533178727067,-84.3811798095703,30337,1442101974,"[Category(name=u'Hot Dog', alias=u'hotdog'), Category(name=u'Food Truck', alias=u'foodtrucks')]",Atlanta,GA
Souper Jenny Westside,4.0,30,33.7886161804199,-84.4230194091797,30318,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Soupe', alias=u'soup')]",Atlanta,GA
Fandangles,3.5,49,33.7590179443359,-84.3832015991211,30303,1460076077,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Atlanta,GA
Chinese Buddha,3.5,233,33.7813232428949,-84.3900297994087,30309,1441999030,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Atlanta,GA
Sushi Itto,3.5,134,33.8171099,-84.3351406,30329,,"[Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Tamarind Seed Thai Bistro,3.5,267,33.7867887346704,-84.3828100079704,30361,1442001824,"[Category(name=u'Tha\xef', alias=u'thai')]",Atlanta,GA
Smackin' Good Seafood,4.0,23,33.6888718,-84.489036,30331,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Mezcalito's Cocina & Tequila Bar,3.5,125,33.746342,-84.374596,30312,1442114135,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Bangkok Thyme,4.0,152,33.8901596,-84.3807678,30342,1441997825,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Tap,3.0,391,33.7868261853215,-84.3836493600189,30309,1441997824,"[Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Hot Cafe,4.0,55,33.610956966877,-84.4365003705025,30349,,"[Category(name=u'Tha\xef', alias=u'thai')]",Atlanta,GA
Wings 101 Buckhead,4.0,68,33.8262711489949,-84.3661474571174,30324,,"[Category(name=u'Fast Food', alias=u'hotdogs')]",Atlanta,GA
Tin Lizzy's Cantina Buckhead,3.5,281,33.8541015885888,-84.381980533072,30305,1441994589,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]",Atlanta,GA
Canton Buddha,3.5,75,33.835453,-84.3826,30305,1442109642,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Restaurant Chinois', alias=u'chinese')]",Atlanta,GA
Street Food Thursdays,4.5,37,33.784453,-84.383091,30309,,"[Category(name=u'Stand de nourriture', alias=u'foodstands'), Category(name=u'Vendeur de rue', alias=u'streetvendors')]",Atlanta,GA
Raku,3.0,171,33.7743554579638,-84.4061019483701,30318,,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]",Atlanta,GA
The Taqueria on Broad,4.0,18,33.7557159,-84.3896504,30303,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Gordon Biersch Brewery Restaurant,3.5,175,33.8435287,-84.3727188,30305,1442036053,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Brasseur', alias=u'breweries')]",Atlanta,GA
Dream Cafe,4.0,18,33.7478675842285,-84.4017333984375,30313,1456908403,"[Category(name=u'Caf\xe9', alias=u'cafes')]",Atlanta,GA
Flying Biscuit,3.5,256,33.844585,-84.371116,30305,1456418436,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Caf\xe9', alias=u'cafes')]",Atlanta,GA
Willy's Mexicana Grill,4.0,20,33.7604293823242,-84.3870391845703,30303,1442374486,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Atlanta,GA
Eden,5.0,7,33.8856359571218,-84.2553137987852,30341,,"[Category(name=u'Bar \xe0 narguil\xe9, bar \xe0 chicha', alias=u'hookah_bars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 Cocktails', alias=u'cocktailbars')]",Atlanta,GA
Boneheads,3.5,15,33.7932549,-84.3966522,30363,1459441428,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Lovies BBQ,4.0,99,33.847955,-84.374154,30305,1460200794,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Atlanta,GA
Grant Park Coffeehouse,4.0,101,33.733799,-84.373848,30315,,"[Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
La Costilla Grill,3.5,76,33.8585091,-84.3097076,30345,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Restaurant Grill', alias=u'steak')]",Atlanta,GA
Julianna's Crepes,4.5,115,33.7580778,-84.3621037,30307,,"[Category(name=u'Cr\xeaperie', alias=u'creperies'), Category(name=u'Dessert', alias=u'desserts'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Atlanta,GA
J. Alexander's Restaurant,4.0,188,33.93208542045,-84.336920409768,30338,1460543855,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Tacos & Tequilas Mexican Grill,4.0,197,33.7736517978508,-84.3669048859579,30308,1442205439,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Sweet Cheats,4.5,143,33.75043,-84.36439,30316,,"[Category(name=u'Dessert', alias=u'desserts'), Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Livraison \xe0 domicile', alias=u'fooddeliveryservices')]",Atlanta,GA
Cook-Out,3.5,87,33.7858644889448,-84.4077989877427,30318,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Fast Food', alias=u'hotdogs')]",Atlanta,GA
Ponce City Market,3.5,175,33.772224,-84.366073,30308,,"[Category(name=u'Aire de restauration', alias=u'food_court')]",Atlanta,GA
Go Vindas Cafe,4.0,37,33.7649035,-84.3500551,30307,1455485937,"[Category(name=u'Restaurant V\xe9g\xe9talien', alias=u'vegan'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]",Atlanta,GA
Paces & Vine,3.5,121,33.8650988743631,-84.4664315800947,30339,1442229284,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee')]",Atlanta,GA
Tom + Chee Westside,3.5,42,33.7847458972446,-84.4115772599182,30318,,"[Category(name=u'Soupe', alias=u'soup'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
The Pub Perimeter,4.0,142,33.9238569,-84.3405724,30346,,"[Category(name=u'Restaurant Britannique', alias=u'british'), Category(name=u'Bar', alias=u'bars'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
Hal's,4.0,346,33.8547554016113,-84.3816833496094,30342,1442285697,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Restaurant Grill', alias=u'steak')]",Atlanta,GA
Anatolia Cafe & Hookah Lounge,3.5,145,33.7551416569375,-84.3892505570941,30303,,"[Category(name=u'Restaurant Turc', alias=u'turkish'), Category(name=u'Bar \xe0 narguil\xe9, bar \xe0 chicha', alias=u'hookah_bars')]",Atlanta,GA
Rain,3.5,134,33.8189969,-84.3512455,30324,,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Sushi', alias=u'sushi')]",Atlanta,GA
Gypsy Kitchen,3.5,147,33.8376499,-84.38035,30305,1460558429,"[Category(name=u'Restaurant Espagnol', alias=u'spanish'), Category(name=u'Restaurant Marocain', alias=u'moroccan')]",Atlanta,GA
Satto Thai & Sushi Bar,3.5,84,33.7732583,-84.4041507,30318,1460408086,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Tha\xef', alias=u'thai')]",Atlanta,GA
Red,4.0,18,33.7571446200164,-84.3966293334961,30313,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Vespucci,3.5,56,33.7928123474121,-84.3860702514648,30309,1460399904,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
Tex's Tacos,4.0,45,33.817488992659,-84.3960438826172,30305,1449980182,"[Category(name=u'Restaurant Tex-mex', alias=u'tex-mex'), Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Food Truck', alias=u'foodtrucks')]",Atlanta,GA
Stoney River Steakhouse and Grill,4.0,199,33.881467472545,-84.4691511838531,30339,1460000089,"[Category(name=u'Restaurant Grill', alias=u'steak')]",Atlanta,GA
FIGO Pasta,4.0,103,33.8109817504883,-84.4257431030273,30318,,"[Category(name=u'Restaurant Italien', alias=u'italian')]",Atlanta,GA
So Kong Dong Tofu House,4.0,469,33.89692,-84.28232,30340,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]",Atlanta,GA
Legal Sea Foods,3.5,344,33.7620065582765,-84.3953099617885,30313,1460548018,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Cook Hall,4.0,94,33.8477418,-84.3662901,30326,1442109621,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Pub gastronomique', alias=u'gastropubs')]",Atlanta,GA
The Whelan,3.5,32,33.7890230221472,-84.4262529981676,30318,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Pubs', alias=u'pubs')]",Atlanta,GA
Condesa Coffee,4.5,13,33.7553101,-84.3828201,30303,,"[Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars')]",Atlanta,GA
Cafe Kia-Ora,4.0,40,33.7753891199827,-84.3872556835413,30308,1442025620,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Atlanta,GA
Loca Luna,3.5,387,33.7886216360316,-84.3680713640659,30306,1450081871,"[Category(name=u'Bar \xe0 tapas', alias=u'tapas'), Category(name=u'Restaurant Am\xe9rique latine', alias=u'latin'), Category(name=u'Restaurant Br\xe9silien', alias=u'brazilian')]",Atlanta,GA
Qing Mu,3.5,69,33.8391378521919,-84.3788563460112,30305,1459022756,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Soupe', alias=u'soup')]",Atlanta,GA
Pita Pit,4.0,17,33.780111,-84.387569,30309,1460250565,"[Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian'), Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]",Atlanta,GA
Oddbird,4.0,13,33.7854881,-84.411972,30318,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Poulet', alias=u'chickenshop')]",Atlanta,GA
Himalayan Spice,4.0,143,33.8382387014427,-84.3108878365105,30329,1442109291,"[Category(name=u'Restaurant Indien', alias=u'indpak'), Category(name=u'Restaurant Himalayen/N\xe9palais', alias=u'himalayan')]",Atlanta,GA
Katana Teppanyaki & Sushi,4.0,59,33.846305847168,-84.3586044311523,30326,1460225427,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]",Atlanta,GA
Flatiron Restaurant & Bar,3.5,110,33.74003,-84.34504,30316,,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Burger', alias=u'burgers'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]",Atlanta,GA
Rock'n Taco,3.5,114,33.84369,-84.379008,30305,,"[Category(name=u'Restaurant Tex-mex', alias=u'tex-mex'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Atlanta,GA
Kyma,4.0,314,33.8398132324219,-84.3690795898438,30305,1442374514,"[Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
BoneHeads,4.0,59,33.9018478393555,-84.4549560546875,30339,1442034022,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Atlanta,GA
Dulce Vegan Bakery and Cafe,4.5,119,33.7512849,-84.3220925,30317,,"[Category(name=u'Restaurant V\xe9g\xe9talien', alias=u'vegan'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]",Atlanta,GA
Del Frisco's Grille,3.5,240,33.849468,-84.36657,30326,1442106270,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars')]",Atlanta,GA
Dave's Phillys & Water Ice,4.5,24,33.9428176879883,-84.2715835571289,30360,1453183530,"[Category(name=u'Glace pil\xe9e', alias=u'shavedice'), Category(name=u'Glace & Yaourt glac\xe9', alias=u'icecream'), Category(name=u'Sandwich', alias=u'sandwiches')]",Atlanta,GA
The Varsity,3.0,1446,33.7715644700109,-84.3893206492066,30308,1442285597,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Hot Dog', alias=u'hotdog'), Category(name=u'Fast Food', alias=u'hotdogs')]",Atlanta,GA
The Silver Skillet,3.5,233,33.7863690463864,-84.3940410925035,30318,1442285615,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Atlanta,GA
There,3.5,135,33.8710174560547,-84.3354873657227,30319,,"[Category(name=u'Pub gastronomique', alias=u'gastropubs'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Pita Palace,3.5,115,33.8165639927709,-84.3331167527313,30329,1442012074,"[Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern'), Category(name=u'Restaurant Kasher', alias=u'kosher'), Category(name=u'Falafel', alias=u'falafel')]",Atlanta,GA
Cafe Intermezzo,3.0,396,33.7834849,-84.3835298,30309,,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Bar', alias=u'bars'), Category(name=u'Cr\xeaperie', alias=u'creperies')]",Atlanta,GA
Turmeric Atlanta,4.0,42,33.760597,-84.387363,30303,,"[Category(name=u'Restaurant Indien', alias=u'indpak')]",Atlanta,GA
Slice Downtown,3.5,109,33.7569122314453,-84.390022277832,30303,1455219776,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Bar Lounge', alias=u'lounges')]",Atlanta,GA
Pita by the Beirut,4.0,108,33.9319801,-84.3372726,30338,,"[Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]",Atlanta,GA
Bhojanic,3.5,168,33.8460409943451,-84.3653954788711,30326,1447670664,"[Category(name=u'Produits du monde', alias=u'ethnicmarkets'), Category(name=u'Restaurant Indien', alias=u'indpak')]",Atlanta,GA
Lan Zhou,4.0,77,33.8908381015062,-84.3001918494701,30341,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Atlanta,GA
Bullpen Rib House,3.5,74,33.734944,-84.390909,30315,1460125773,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Atlanta,GA
Le Bilboquet,3.5,67,33.8376503,-84.3803482,30305,1449251813,"[Category(name=u'Restaurant Fran\xe7ais', alias=u'french')]",Atlanta,GA
Chastain Tavern,4.0,34,33.8755424940827,-84.3797092884779,30342,,"[Category(name=u'Assiettes et planches', alias=u'tapasmallplates'), Category(name=u'Pub gastronomique', alias=u'gastropubs')]",Atlanta,GA
