name,rating,review_count,latitude,longitude,postal_code,menu_data_updated,categories,City,State
Agatha's A Taste Of Mystery,3.5,54,33.758867,-84.3859251,30303,1460032581,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
Gallery Café,4.0,15,33.8549004,-84.3825226,30342,,"[Category(name=u'Caf\xe9', alias=u'cafes')]",Atlanta,GA
JJ's Rib Shack,3.5,44,33.696824,-84.485724,30311,1442374652,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Atlanta,GA
Just Loaf'n,3.0,58,33.744754,-84.368588,30305,1460069595,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Food Truck', alias=u'foodtrucks')]",Atlanta,GA
Harmony Vegetarian Restaurant,4.0,148,33.884632,-84.287716,30341,1442374738,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian'), Category(name=u'Restaurant V\xe9g\xe9talien', alias=u'vegan')]",Atlanta,GA
UrbanTaali,3.5,17,33.7489954,-84.3879824,,,"[Category(name=u'Food Truck', alias=u'foodtrucks'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Atlanta,GA
The Red Eyed Mule,4.5,247,33.979809,-84.555445,30060,1442040383,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Marietta,GA
Stockyard Burgers and Bones,4.5,216,33.9533407894292,-84.550813296233,30060,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Vins, bi\xe8res et spiritueux', alias=u'beer_and_wine')]",Marietta,GA
Big Joy - Fresh Grill Bar,4.5,226,33.9230342892883,-84.4721809206029,30067,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean'), Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Bubble Tea', alias=u'bubbletea')]",Marietta,GA
The Marietta Local,4.5,164,33.9521713,-84.5489348,30060,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Sandwich', alias=u'sandwiches')]",Marietta,GA
Hoboken Cafe on Whitlock,4.5,75,33.9525604248047,-84.5726699829102,30064,,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Restaurant Italien', alias=u'italian')]",Marietta,GA
R C's Southern Cooking,4.5,107,33.9514808356762,-84.5075433701277,30062,1459265731,"[Category(name=u'Produits du monde', alias=u'ethnicmarkets'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood')]",Marietta,GA
Cuban Diner,4.5,239,33.951083868742,-84.5084573328495,30062,,"[Category(name=u'Restaurant Cubain', alias=u'cuban')]",Marietta,GA
Crooked Tree Cafe,4.5,122,33.97335,-84.54318,30062,1460226669,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Marietta,GA
Kiosco,4.5,185,33.9509086608887,-84.5504989624023,30064,1442034440,"[Category(name=u'Restaurant Colombien', alias=u'colombian')]",Marietta,GA
The Butcher the Baker,4.0,128,33.9533662,-84.5501326,30060,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Marietta,GA
Frank's Cajun & Soul Kitchen,4.5,87,33.9242352783236,-84.573964253068,30064,1460373981,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Cuisine afro-am\xe9ricaine', alias=u'soulfood'), Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
Ronnie John's Beach Cafe,4.5,72,33.997727,-84.525055,30066,,"[Category(name=u'Restaurant Japonais', alias=u'japanese'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion'), Category(name=u'Restaurant Hawa\xefen', alias=u'hawaiian')]",Marietta,GA
Mountain Biscuits,4.5,164,33.9826756317087,-84.5697506736128,30060,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Marietta,GA
West Cobb Diner,4.5,132,33.9473724365234,-84.6225433349609,30064,,"[Category(name=u'Diner Am\xe9ricain', alias=u'diners'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Cuisine traditionnelle', alias=u'comfortfood')]",Marietta,GA
Fresh To Order,4.0,31,33.9822578430176,-84.4274139404297,30068,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Sandwich', alias=u'sandwiches')]",Marietta,GA
Marietta Diner,4.0,798,33.94468,-84.51798,30060,1441965252,"[Category(name=u'Diner Am\xe9ricain', alias=u'diners'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Marietta,GA
Moxie Burger,4.5,228,33.9508954547354,-84.4133497535706,30067,1442100787,"[Category(name=u'Burger', alias=u'burgers'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Marietta,GA
Taqueria Tsunami,4.0,335,33.9522709,-84.5498415,30060,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Restaurant Asiatique', alias=u'asianfusion')]",Marietta,GA
Seed Kitchen & Bar,4.0,330,33.979682163477,-84.4283798284894,30068,1460096365,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Bar', alias=u'bars')]",Marietta,GA
Liberty Pizza,4.5,110,33.9214804430209,-84.4673008837647,30067,,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Livraison \xe0 domicile', alias=u'fooddeliveryservices')]",Marietta,GA
Clay Oven Restaurant,4.0,73,33.9256558492429,-84.5721970343933,30008,,"[Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]",Marietta,GA
Tassa Roti Shop,4.0,249,33.94737,-84.50098,30067,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean'), Category(name=u'Buffet', alias=u'buffets'), Category(name=u'Produits du monde', alias=u'ethnicmarkets')]",Marietta,GA
Pappadeaux Seafood Kitchen,4.0,462,33.9032249450684,-84.4705276489258,30067,,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Marietta,GA
Chicken and the Egg,3.5,291,33.9530787755646,-84.5767879486084,30064,1442091247,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Marietta,GA
AJ's Famous Seafood and PoBoys,4.0,176,33.9679298400879,-84.488395690918,30062,1441997971,"[Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Marietta,GA
Basil Wraps,4.5,102,34.0185813903809,-84.5254592895508,30066,1455263487,"[Category(name=u'Restaurant Halal', alias=u'halal'), Category(name=u'Restaurant Libanais', alias=u'lebanese')]",Marietta,GA
Common Quarter,4.0,152,33.9773178100586,-84.4189910888672,30068,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Sandwich', alias=u'sandwiches')]",Marietta,GA
Paul's Pot Pies,4.5,30,33.9532323181629,-84.5516724139452,30060,,"[Category(name=u'Traiteur', alias=u'catering'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Marietta,GA
Taqueria Real De La Villa,4.5,28,33.9382743835449,-84.5083236694336,30067,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Supermarch\xe9', alias=u'grocery')]",Marietta,GA
Dave Poe's BBQ,4.5,178,33.952758,-84.571372,30064,1442018581,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
Righteous 'Que,4.0,94,33.9752147101405,-84.4783396665616,30062,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
Thai Taste,4.5,55,34.0683458254485,-84.5208394154906,30066,1456794798,"[Category(name=u'Tha\xef', alias=u'thai')]",Marietta,GA
Pressed Panini Bar,4.5,90,33.9521652,-84.5500948,30060,,"[Category(name=u'Salade', alias=u'salad'), Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Deli', alias=u'delis')]",Marietta,GA
Douceur de France,4.0,211,33.9481773376465,-84.5498199462891,30064,,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Restaurant Fran\xe7ais', alias=u'french')]",Marietta,GA
Twisted Kitchen,4.0,47,34.0372976816578,-84.5061492919922,30066,1442102471,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Marietta,GA
Sinbad's Mediterranean,4.0,71,33.9043589478637,-84.4661905367851,30067,,"[Category(name=u'Salade', alias=u'salad'), Category(name=u'Falafel', alias=u'falafel'), Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern')]",Marietta,GA
Jerusalem Bakery and Restaurant,4.5,130,33.9385605,-84.5063095,30067,,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Falafel', alias=u'falafel')]",Marietta,GA
Casanova Mexican Restaurant,4.5,48,33.9078182590972,-84.6008017659187,30064,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Marietta,GA
Buen Provecho,4.0,33,33.90265,-84.4816,30067,,"[Category(name=u'Portoricain', alias=u'puertorican'), Category(name=u'Restaurant Espagnol', alias=u'spanish')]",Marietta,GA
The Hoboken Bread and Bagel Company,4.5,50,33.9948845,-84.5237503,30066,,"[Category(name=u'Bagel', alias=u'bagels'), Category(name=u'Deli', alias=u'delis')]",Marietta,GA
Pho Hoang Long,4.0,166,33.9025907,-84.5437359,30060,,"[Category(name=u'Restaurant Vietnamien', alias=u'vietnamese')]",Marietta,GA
Dominican Grill,4.0,41,33.901077,-84.606768,30064,,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Dominicain', alias=u'dominican'), Category(name=u'Portoricain', alias=u'puertorican')]",Marietta,GA
Double Take Cafe,4.5,34,33.9511184692383,-84.5505447387695,30064,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
Brazilian Bakery Café,4.0,116,33.9216404250919,-84.4683209902199,30067,,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Restaurant Br\xe9silien', alias=u'brazilian')]",Marietta,GA
DC's Backyard Grill,4.0,34,33.9388741000292,-84.5426551872803,30060,1460224764,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
Thaicoon Marietta,4.0,164,33.9532309770584,-84.5515725016594,30060,1442264251,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Sushi', alias=u'sushi')]",Marietta,GA
Fugu Express,4.0,37,33.92311,-84.46674,30067,1455489914,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]",Marietta,GA
Cafe 33,4.0,43,34.0131950378418,-84.4932250976562,30062,,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Sans gluten', alias=u'gluten_free')]",Marietta,GA
Brandi's World Famous Hot Dogs,4.5,98,33.975421,-84.553771,30060,,"[Category(name=u'Fast Food', alias=u'hotdogs'), Category(name=u'Hot Dog', alias=u'hotdog')]",Marietta,GA
Taco Truck L 1000000,4.5,27,33.9026566,-84.5643336,30060,,"[Category(name=u'Food Truck', alias=u'foodtrucks'), Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Marietta,GA
Fad Fine Dining Restaurant,4.5,12,33.864776503,-84.5918190479279,30008,1457608030,"[Category(name=u'Traiteur', alias=u'catering'), Category(name=u'Restaurant Africain', alias=u'african')]",Marietta,GA
Red Elephant,4.0,100,33.9043273925781,-84.4665222167969,30067,,"[Category(name=u'Tha\xef', alias=u'thai')]",Marietta,GA
Lemon Grass Thai Restaurant,4.0,164,33.9685720504464,-84.4918483109063,30062,,"[Category(name=u'Tha\xef', alias=u'thai')]",Marietta,GA
Pier 213 Seafood,4.0,94,33.951079,-84.55134,30064,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Bar', alias=u'bars')]",Marietta,GA
unWine'd & Tap,4.5,21,33.9675863711334,-84.6655675275101,30064,,"[Category(name=u'Bar \xe0 tapas', alias=u'tapas'), Category(name=u'Bar \xe0 vins', alias=u'wine_bars')]",Marietta,GA
Mythos Pizzeria,4.5,14,33.9531955753435,-84.5802383306666,30064,,"[Category(name=u'Pizza', alias=u'pizza')]",Marietta,GA
Minas Grill,4.5,23,33.9226805,-84.4791706,30067,,"[Category(name=u'Restaurant Br\xe9silien', alias=u'brazilian'), Category(name=u'Supermarch\xe9', alias=u'grocery'), Category(name=u'Restaurant Grill', alias=u'steak')]",Marietta,GA
Wingz On Wheelz,4.5,45,33.9525938,-84.5758814,30064,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Ailes de poulet', alias=u'chicken_wings')]",Marietta,GA
Come-N-Get It,3.5,54,33.977451,-84.555938,30060,1460073017,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Restaurant Grec', alias=u'greek')]",Marietta,GA
Taco Loco,4.0,32,33.9376614,-84.5545168,30008,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Marietta,GA
Cheeseburger Bobby's,4.0,93,34.0138397,-84.5531311,30066,1442078721,"[Category(name=u'Burger', alias=u'burgers')]",Marietta,GA
Marietta Fish Market,3.5,294,34.029576328977,-84.5283856050531,30066,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Marietta,GA
Marietta Pizza Company,3.5,199,33.9521222,-84.550431,30064,1460307965,"[Category(name=u'Pizza', alias=u'pizza')]",Marietta,GA
Ilmee Restaurant,4.0,104,33.976471827894,-84.546740053957,30062,,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean')]",Marietta,GA
Marietta Crawfish,4.0,28,33.9507371,-84.5105929,30068,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood')]",Marietta,GA
La Carreta Hispanic Grocery and Taqueria,4.5,93,33.9504395,-84.5155792,30062,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Supermarch\xe9', alias=u'grocery'), Category(name=u'Restaurant Colombien', alias=u'colombian')]",Marietta,GA
Tavola Italian Kitchen + Bar,4.0,38,33.9659652709961,-84.415168762207,30068,1460232902,"[Category(name=u'Restaurant Italien', alias=u'italian')]",Marietta,GA
R'mony,4.5,10,33.912354,-84.535382,30060,1460253811,"[Category(name=u'Produits du monde', alias=u'ethnicmarkets'), Category(name=u'Restaurant Cr\xe9ole', alias=u'cajun'), Category(name=u'Haitien', alias=u'haitian')]",Marietta,GA
Canvas Cafe & Bakery,3.5,84,33.96941,-84.54906,30060,1442028767,"[Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Dessert', alias=u'desserts')]",Marietta,GA
Folks Southern Kitchen,3.5,84,33.9037704,-84.4875031,30060,1442264254,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Marietta,GA
Darwin's Burgers and Blues,4.0,45,33.9528160095215,-84.5053253173828,30062,,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Salle de concert', alias=u'musicvenues'), Category(name=u'Burger', alias=u'burgers')]",Marietta,GA
Red Curry Thai Restaurant,4.0,41,33.9655418395996,-84.4137496948242,30068,,"[Category(name=u'Tha\xef', alias=u'thai'), Category(name=u'Sans gluten', alias=u'gluten_free'), Category(name=u'Restaurant V\xe9g\xe9tarien', alias=u'vegetarian')]",Marietta,GA
House of Lu,3.5,71,33.953845,-84.549245,30060,1460435809,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Marietta,GA
Pappasito's Cantina,3.5,301,33.9021186828613,-84.4710159301758,30067,,"[Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Tex-mex', alias=u'tex-mex')]",Marietta,GA
WR Social House,3.5,63,33.9533493761151,-84.5499380305409,30060,,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican'), Category(name=u'Burger', alias=u'burgers')]",Marietta,GA
Baby Tommy's Taste of New York,4.0,86,33.9403266906738,-84.5141677856445,30060,1459093150,"[Category(name=u'Pizza', alias=u'pizza')]",Marietta,GA
China Moon,4.0,44,33.9676668671838,-84.6674469160587,30064,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Marietta,GA
Shish Kabob,4.0,68,33.9506416320801,-84.5240859985352,30060,,"[Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern'), Category(name=u'Restaurant Perse/Iranien', alias=u'persian')]",Marietta,GA
Vespucci's Pizza - Pasta - Grill,4.0,77,34.0682411193848,-84.5222091674805,30066,1460099360,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Salade', alias=u'salad')]",Marietta,GA
Australian Bakery Cafe,4.0,123,33.9521713,-84.5499344,30060,1460307949,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Restaurant Australien', alias=u'australian'), Category(name=u'Restaurant Britannique', alias=u'british')]",Marietta,GA
Giga-Bites Cafe,4.5,17,33.95965,-84.499994,30062,1441997497,"[Category(name=u'Magasin de loisirs', alias=u'hobbyshops'), Category(name=u'Caf\xe9', alias=u'cafes')]",Marietta,GA
Tasty China,3.5,289,33.938606262207,-84.506233215332,30067,1441996711,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Marietta,GA
Tofu Village Korean BBQ,4.0,93,33.9963722229004,-84.5287551879883,30066,1460555900,"[Category(name=u'Restaurant Cor\xe9en', alias=u'korean'), Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
CoConutz Jamaican Restaurant,4.0,38,34.0326194763184,-84.5289001464844,30066,1442105433,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]",Marietta,GA
Cherokee Cattle Company,3.5,94,34.0171345820501,-84.5268419658285,30066,1442285507,"[Category(name=u'Restaurant Grill', alias=u'steak')]",Marietta,GA
Red Sky Tapas & Bar,4.0,175,33.9791793823242,-84.4230499267578,30068,1460557330,"[Category(name=u'Bar \xe0 tapas', alias=u'tapas'), Category(name=u'Salle de concert', alias=u'musicvenues')]",Marietta,GA
Pasta Bella,3.5,119,33.86369,-84.59634,30008,1442264172,"[Category(name=u'Restaurant Italien', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza')]",Marietta,GA
Labella's Pizzeria,4.5,97,34.0151176452637,-84.4951858520508,30066,1442285509,"[Category(name=u'Pizza', alias=u'pizza')]",Marietta,GA
Great Wall Chinese & Shiro Sushi Bar,4.0,85,33.9217,-84.46648,30067,1442374388,"[Category(name=u'Restaurant Chinois', alias=u'chinese'), Category(name=u'Sushi', alias=u'sushi')]",Marietta,GA
Williamson Bros. Bar-B-Q,3.5,217,33.95113,-84.510818,30062,1459539624,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
Falafel Cafe,3.5,72,33.9289848614569,-84.5100434060822,30060,1442264253,"[Category(name=u'Restaurant Halal', alias=u'halal'), Category(name=u'Restaurant Perse/Iranien', alias=u'persian'), Category(name=u'Restaurant Moyen-Orient', alias=u'mideastern')]",Marietta,GA
Derek's Coffee Shop,4.5,37,33.9868316650391,-84.5323867797852,30066,,"[Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee'), Category(name=u'Diner Am\xe9ricain', alias=u'diners')]",Marietta,GA
Sugar Cakes Patisserie,4.0,89,33.9536209106445,-84.5495147705078,30060,1457385066,"[Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Caf\xe9 et th\xe9', alias=u'coffee'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Marietta,GA
Kumo Hibachi Sushi,4.0,27,34.0140647888184,-84.4957656860352,30066,,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]",Marietta,GA
Barkers Red Hots,4.0,124,33.9046516266893,-84.4656801223755,30067,1460530855,"[Category(name=u'Hot Dog', alias=u'hotdog'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Marietta,GA
Vincent's Italian Ristorante,4.0,108,33.949394,-84.623825,30064,,"[Category(name=u'Restaurant Italien', alias=u'italian')]",Marietta,GA
Mi Taco,4.0,23,33.8969307,-84.5754776,30008,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Marietta,GA
The Vineyard Cafe,4.5,32,33.9525337219238,-84.5504608154297,30060,1453323243,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Sandwich', alias=u'sandwiches')]",Marietta,GA
Niks Place,4.0,47,33.95184494555,-84.5714040845633,30006,,"[Category(name=u'Bar tabac presse et PMU', alias=u'divebars'), Category(name=u'Restaurant Grec', alias=u'greek')]",Marietta,GA
Johnboy's Home Cooking,4.0,39,34.02687,-84.52783,30066,1460551997,"[Category(name=u'Buffet', alias=u'buffets'), Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Marietta,GA
WZ Tavern East Cobb,3.5,75,34.0363388061523,-84.4601135253906,30062,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Bar', alias=u'bars'), Category(name=u'Musicien', alias=u'musicians')]",Marietta,GA
Paulees Place,4.5,21,33.929103,-84.510101,30060,,"[Category(name=u'Restaurant Carib\xe9en', alias=u'caribbean')]",Marietta,GA
Reveille Coffeehouse Cafe,4.0,97,34.0361061,-84.4647827,30066,,"[Category(name=u'Caf\xe9', alias=u'cafes'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch')]",Marietta,GA
Gabriel's,3.5,61,33.95283,-84.5769,30064,1460307967,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican'), Category(name=u'Sandwich', alias=u'sandwiches')]",Marietta,GA
Great Harvest Bread Co.,4.5,32,33.968353,-84.665182,30064,,"[Category(name=u'Sandwich', alias=u'sandwiches'), Category(name=u'Boulanger & P\xe2tissier', alias=u'bakeries'), Category(name=u'Caf\xe9', alias=u'cafes')]",Marietta,GA
Taste of Chicago,4.5,15,33.9368858,-84.555275,30064,,"[Category(name=u'Hot Dog', alias=u'hotdog')]",Marietta,GA
Sam's BBQ 1,4.0,39,33.9548835754395,-84.6556777954102,30064,,"[Category(name=u'Viandes et Barbecue', alias=u'bbq')]",Marietta,GA
Kouzina Christos,3.5,99,33.9162668597225,-84.467214345932,30067,,"[Category(name=u'Restaurant Grec', alias=u'greek'), Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Restaurant Italien', alias=u'italian')]",Marietta,GA
Le Cafe Crepe,4.0,34,33.9584122,-84.5499649,30060,1442264252,"[Category(name=u'Restaurant Fran\xe7ais', alias=u'french')]",Marietta,GA
"Pacific Buffet Sushi, Hibachi & Grill",3.5,130,34.0156059265137,-84.5548706054688,30066,,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Buffet', alias=u'buffets')]",Marietta,GA
The Patty Wagon,4.5,13,34.0684700012207,-84.5208053588867,30066,,"[Category(name=u'Ailes de poulet', alias=u'chicken_wings'), Category(name=u'Burger', alias=u'burgers'), Category(name=u'Food Truck', alias=u'foodtrucks')]",Marietta,GA
Niecy's Cafe,4.0,19,33.9656744760798,-84.4156535626028,30068,,"[Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Marietta,GA
Texas Roadhouse,4.0,81,34.0129470825195,-84.5555953979492,30066,,"[Category(name=u'Restaurant Grill', alias=u'steak'), Category(name=u'Viandes et Barbecue', alias=u'bbq'), Category(name=u'Restaurant Am\xe9ricain (traditionnel)', alias=u'tradamerican')]",Marietta,GA
Ege Sushi & Japanese Cuisine,4.0,80,33.9679794311523,-84.488395690918,30062,,"[Category(name=u'Sushi', alias=u'sushi'), Category(name=u'Restaurant Japonais', alias=u'japanese')]",Marietta,GA
Taqueria Morelos,4.5,7,33.921028137207,-84.5431594848633,30060,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Marietta,GA
Chequers Seafood + Steak,4.0,81,33.984475,-84.427681,30062,1460206774,"[Category(name=u'Bar', alias=u'bars'), Category(name=u'Restaurant de fruits de mer', alias=u'seafood'), Category(name=u'Restaurant Grill', alias=u'steak')]",Marietta,GA
El Pollo Dorado,4.0,25,33.9352340698242,-84.5554656982422,30008,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican'), Category(name=u'Fast Food', alias=u'hotdogs')]",Marietta,GA
Shangrila Bistro,4.0,31,34.0379753112793,-84.5286178588867,30066,,"[Category(name=u'Restaurant Chinois', alias=u'chinese')]",Marietta,GA
Louise's Restaurant,3.5,26,33.9826813,-84.5711594,30060,,"[Category(name=u'Cuisine du sud des \xc9tats-Unis', alias=u'southern')]",Marietta,GA
Doughnut Dollies,4.5,16,33.9694092149424,-84.5490830764174,30060,,"[Category(name=u'Petit d\xe9jeuner & brunch', alias=u'breakfast_brunch'), Category(name=u'Beignet & Donuts', alias=u'donuts')]",Marietta,GA
The Wing Cafe & Tap House,3.5,97,33.9684357129036,-84.4918699347145,30062,,"[Category(name=u'Bar des sports', alias=u'sportsbars'), Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Marietta,GA
Tandoor Restaurant,4.0,65,33.948939,-84.503582,30067,,"[Category(name=u'Restaurant Indien', alias=u'indpak'), Category(name=u'Restaurant Pakistanais', alias=u'pakistani'), Category(name=u'Restaurant M\xe9diterran\xe9en', alias=u'mediterranean')]",Marietta,GA
Zeal Modern Eatery,3.5,103,33.9793242,-84.421557,30068,1442171428,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Marietta,GA
Fatty's of Atlanta,4.5,12,33.99761,-84.47089,30062,,"[Category(name=u'Hot Dog', alias=u'hotdog'), Category(name=u'Food Truck', alias=u'foodtrucks')]",Marietta,GA
Baldinos Giant Jersey Subs,4.0,49,33.9499971,-84.5119121,30067,,"[Category(name=u'Sandwich', alias=u'sandwiches')]",Marietta,GA
Cosmopolitan Restaurant,3.0,88,33.92327,-84.47963,30067,1442116084,"[Category(name=u'Restaurant Am\xe9ricain', alias=u'newamerican')]",Marietta,GA
Julia's Taqueria,4.0,24,33.9512799,-84.53069,30060,,"[Category(name=u'Restaurant Mexicain', alias=u'mexican')]",Marietta,GA
Tower & Church Bistro,4.0,14,33.9682083,-84.5503616,30060,,"[Category(name=u'Restaurant Fran\xe7ais', alias=u'french')]",Marietta,GA
