124905, 15767

12107, 104691

238615, 602

14337, 59940

12244, 131631

22825, 15762

244267, 244268

295830, 56832

7551, 127585

301728, 77946

395, 602

76757, 19995

361358, 359623

8965, 10865

158852, 196

10865, 920

240832, 37265

242095, 15472

37686, 273481

209112, 30061

238615, 334074

13648, 294254

107985, 602

59967, 27576

31011, 14874

16577, 1771

68726, 76341

257344, 9980

818, 277216

16577, 166424

46529, 668

1452, 9531

97370, 157336

284054, 271110

262500, 294254

157353, 604

41154, 118340

38055, 395

24428, 100402

34069, 118340

284054, 100402

11237, 98106

70981, 608

296, 603

36648, 155

87101, 218

127585, 246655

10483, 19912

284054, 99861

10045, 2503

8285, 13183

157353, 605

158852, 165

37707, 135397

60935, 273248

16873, 602

39513, 602

81796, 602

174675, 12140

12244, 604

14337, 227719

2787, 75174

10559, 101299

8836, 273481

299687, 43933

16320, 605

83542, 500

49530, 76341

1738, 2046

19543, 98106

1903, 603

38, 12225

37707, 329

87421, 76341

8870, 76341

10200, 828

114478, 19995

5552, 22

307663, 605

8836, 137113

49530, 177572

1635, 8390

7453, 137113

17654, 846

34851, 19995

13648, 198663

97020, 27576

8645, 1381

175774, 127585

68726, 211672

38321, 26300

69315, 140607

2675, 679

152601, 157336

1927, 209112

440, 602

279229, 127585

97020, 264660

1452, 49521

273271, 264660

141052, 30061

49047, 19995

121856, 97

395, 137113

9928, 165

107985, 14161

8373, 27576

5552, 142988

2114, 9620

14139, 3511

183011, 76589

91314, 68726

107985, 109414

42188, 324366

38321, 19877

42188, 72186

332502, 62

127585, 36657

818, 817

16320, 140300

440, 137113

244267, 1018

834, 277

201, 817

16866, 601

2048, 177572

286217, 10514

2048, 87101

299536, 100402

20526, 87101

13811, 4723

12180, 1895

51620, 10995

2135, 76341

175774, 14069

121856, 604

8843, 8090

297761, 14011

158852, 14161

175774, 87101

9928, 105

297761, 378674

12244, 76341

83542, 818

10138, 1726

39538, 4961

100402, 76338

604, 954

10679, 289927

9341, 551

81796, 157336

145135, 91314

14139, 27361

8836, 840

338676, 246655

17445, 14011

157336, 602

80274, 602

14069, 24420

152601, 603

42188, 810

10865, 12

49529, 76341

1577, 24

14011, 76589

10679, 290015

49521, 100402

8645, 76649

9383, 1949

332502, 286217

8373, 85

16873, 262543

76726, 216282

49529, 8870

7450, 124905

296, 218

267852, 85

11237, 29958

238603, 13025

279229, 11469

51876, 867

59967, 245891

11470, 13207

14069, 4723

284053, 100402

9620, 603

4723, 245891

201, 602

1894, 1892

6479, 534

19898, 602

228161, 602

9383, 7512

1577, 1576

7299, 637

9562, 85

34069, 19995

2114, 644

8884, 135397

435, 89

869, 698

267852, 2059

81796, 27576

262504, 294254

13460, 240832

9341, 254128

102899, 1771

152601, 604

41154, 602

605, 98566

19543, 9360

7512, 36800

42188, 4507

60935, 253412

9383, 10764

16577, 102899

257344, 242546

51620, 16411

8698, 218

2675, 11544

72710, 137113

295830, 83090

198184, 87101

23048, 12225

10200, 38356

72545, 36573

16320, 604

11127, 157336

49849, 348

198184, 157336

62764, 299822

9562, 127585

59678, 7453

10304, 601

301728, 66125

206487, 298312

91314, 177572

7512, 81796

14161, 27576

10679, 289941

16320, 9502

87421, 157336

72545, 1654

14869, 241554

244267, 1990

55420, 305464

8698, 157336

102899, 100402

7299, 36025

9693, 605

8870, 87101

227719, 127585

193687, 27576

435, 216282

17445, 100402

20526, 157336

178809, 435

15512, 137113

19898, 281957

49049, 281957

70160, 124787

2789, 9659

8843, 273481

12889, 157336

299536, 271110

31867, 314

46529, 667

68721, 271110

332502, 157336

62215, 762

264660, 76341

279229, 105

122906, 87101

44678, 7191

2114, 136797

1954, 127585

1381, 637

8965, 847

9480, 100402

608, 607

262504, 198663

51876, 246655

72710, 602

84332, 105

49049, 298312

1577, 1562

110415, 9659

19995, 54138

37686, 281957

9383, 4512

22825, 17494

2269, 168705

1894, 11

22825, 281957

869, 871

55420, 23160

20504, 131631

76757, 62

7453, 228161

262543, 87101

8965, 762

10483, 59678

238603, 50357

38321, 46522

16258, 27576

34851, 602

16873, 101299

227719, 298312

20526, 198184

9693, 14161

7551, 87101

6278, 220903

87101, 605

366924, 155

297222, 24420

10304, 2756

198663, 294254

61791, 119450

251516, 228150

119450, 63

12279, 675

11470, 95

61791, 1687

23048, 37265

1487, 11411

59678, 137113

180, 644

9016, 85

10304, 16866

88751, 35002

83542, 1635

101299, 59967

299536, 1771

262543, 157336

1273, 36657

36648, 1452

273271, 100402

14011, 30061

17431, 62

220289, 11777

7299, 4588

42684, 840

1894, 1891

1576, 127585

42194, 9053

227719, 87101

157353, 62

14337, 489

7453, 157336

40662, 1771

1895, 11

201, 152

70981, 7453

11237, 9096

14869, 281957

8285, 607

240832, 106646

72190, 263265

75612, 118340

253312, 76341

68726, 87101

32985, 30596

110415, 49049

97020, 87101

170, 49901

72559, 602

24428, 271110

51999, 4961

198663, 49049

608, 395

141052, 251768

68724, 286217

242095, 37799

42194, 131634

84332, 87101

38, 300

8452, 157350

121856, 603

395, 679

152601, 87101

1562, 294254

1273, 36668

38055, 602

7450, 228161

42194, 76341

301728, 50241

87421, 59967

80274, 19995

1726, 68721

1927, 100402

49047, 40430

1903, 605

296, 87101

1577, 140300

41154, 137113

170, 1562

2675, 10304

9016, 1995

12437, 967

51999, 137662

45612, 807

49521, 1924

13811, 8461

19995, 602

296, 157336

174772, 76726

10771, 646

283995, 99861

366924, 30061

253312, 78

201, 172

80274, 118340

238603, 76726

10771, 37724

7191, 667

9920, 10312

9620, 955

39538, 149

12889, 87101

262500, 198663

20504, 198663

534, 603

16866, 602

83542, 27578

12180, 11

180, 861

9480, 102899

71469, 299687

46529, 253

19543, 29958

60747, 857

227719, 105
