27205, 638

122906, 157336

644, 348

608, 602

1726, 99861

251516, 87101

267852, 1996

644, 78

72710, 299687

1452, 8536

49849, 602

286217, 8656

1562, 954

44678, 14161

70160, 131631

2787, 44943

12211, 238615

262543, 78

193687, 713

16866, 19995

157353, 157336

24428, 99861

183011, 49521

76726, 7191

174772, 13475

1954, 105

10200, 846

69315, 1892

8698, 87101

10559, 281957

51876, 36657

869, 157336

16866, 608

6479, 296

127585, 36668

62764, 60304

12279, 672

11253, 24428

262504, 157336

178809, 950

10559, 59967

118340, 1771

361358, 353760

1895, 1891

7191, 135397

141052, 14011

42684, 25797

7551, 105

262543, 264660

284054, 24428

257344, 4723

15512, 602

8965, 10195

62215, 15624

198663, 44115

297222, 36630

11127, 698

1927, 1771

64635, 268490

88751, 11571

9954, 193893

31867, 1577

4723, 25832

11253, 166424

49530, 100402

14337, 41154

54138, 157336

84332, 14337

135397, 27578

40662, 155

31011, 197796

39254, 1366

11232, 10541

440, 395

9383, 857

59678, 27576

1452, 1924

294254, 76341

1738, 58

124905, 1682

244267, 242095

72190, 15762

284053, 76338

4723, 59967

299536, 24428

27205, 336004

174675, 78

10559, 298312

74, 14161

37933, 27022

7512, 9388

299534, 1771

11470, 199534

1903, 201088

110415, 77663

9381, 4723

1903, 604

9954, 207

76726, 10281

1954, 137113

74, 602

284053, 24428

14869, 245891

9480, 49026

14139, 263472

11237, 44548

9920, 19936

264660, 157336

13475, 2164

45612, 27576

158852, 602

157336, 27576

869, 602

2789, 1593

284053, 1771

9620, 1893

16258, 281957

68179, 7453

91314, 19995

297222, 68718

16258, 15069

8452, 262500

157350, 198663

12437, 24021

262504, 76341

175774, 337556

10483, 11322

301728, 157336

338676, 159824

68721, 99861

158015, 242582

76726, 227719

17431, 19995

2789, 378858

124905, 39256

167, 298312

1738, 605

9620, 752

183011, 251768

180, 15357

361358, 356913

198663, 76341

72190, 49901

38321, 71676

8884, 168259

20504, 294254

332502, 19995

440, 106

206487, 87101

75612, 286217

49521, 8536

395, 7453

1726, 1771

36586, 209112

178809, 4832

40662, 100402

9954, 10193

279229, 13475

238615, 4507

8843, 238636

83542, 817

34069, 157336

228161, 140607

2048, 76341

166424, 100402

74, 107985

37686, 36630

64635, 37724

296, 534

10045, 95

4474, 11068

72545, 56292

12211, 293863

97370, 140607

299534, 24428

12889, 603

198184, 605

167, 59967

273271, 127585

435, 3580

1577, 604

88751, 135397

131631, 294254

44943, 1562

102899, 99861

59678, 602

34851, 137113

2675, 11548

42194, 24

20504, 76341

644, 307663

9738, 11891

1381, 408

1895, 1892

206487, 13475

55420, 299156

81796, 10681

19901, 12685

51999, 117483

1771, 99861

49049, 76341

22825, 27576

299687, 7453

257344, 82690

2789, 1892

101299, 76341

49047, 118340

1724, 100402

60747, 393

534, 157336

180, 867

1576, 294254

64635, 27576

307663, 62

9920, 11588

61791, 58224

228161, 118340

17445, 30061

12211, 27205

244267, 209271

167, 193893

5552, 159824

81796, 19995

178809, 110415

62215, 82507

13475, 54138

1726, 100402

45612, 105

31011, 4507

97020, 4723

834, 604

12211, 120

220289, 13475

11232, 5123

44833, 602

12437, 9665

22825, 298312

16320, 24

84332, 4723

36586, 100402

127585, 36658

70981, 137113

42194, 98566

2787, 281957

88751, 3591

218043, 352079

1487, 1924

158015, 136835

14069, 45612

119450, 75174

44678, 1562

158015, 64639

242095, 65754

5552, 305346

42684, 44912

307663, 603

273271, 87101

1272, 605

293660, 1726

91314, 137113

1487, 155

262500, 131634

71469, 137113

8965, 76338

1954, 87101

9928, 196

12244, 605

395, 157336

16258, 26390

299536, 99861

8285, 608

87101, 157336

338676, 321258

4723, 281957

38055, 608

13460, 20528

8843, 1696

51620, 12620

251516, 1771

98566, 194662

12437, 49494

9738, 9806

15512, 19995

19995, 137113

198663, 185063

54138, 286217

101299, 281957

38, 1259

55420, 301908

19898, 118340

121856, 9823

2135, 157336

301728, 33660

12244, 11633

44833, 4961

76757, 157336

201, 199

14011, 251768

19901, 15762

1635, 10691

8645, 10315

10771, 207703

209112, 14011

37933, 10515

70160, 71677

1273, 98566

366924, 251768

220289, 11954

283995, 118340

68179, 602

10796, 1213

140607, 1891

32985, 37430

9954, 195589

1771, 271110

14869, 101299

2269, 36647

1894, 1895

110415, 7191

16873, 264660

246655, 118340

13460, 63

9693, 101299

124905, 15766

68724, 62

2114, 9016

257344, 269100

264660, 87101

8884, 76341

608, 272

283995, 1771

10304, 644

72710, 24428

100402, 99861

1726, 271110

7191, 27576

604, 98566

97370, 118340

152601, 605

2135, 87101

84332, 127585

10865, 585

11470, 679

11253, 155

604, 605

209112, 271110

361358, 357230

338676, 127585

193687, 55721

1954, 77

209112, 166424

119450, 1705

299687, 50321

8698, 603

10559, 76341

9562, 11469

37707, 331

8373, 564

4474, 308

118340, 100402

13811, 602

131631, 76341

62215, 113947

8645, 4771

12107, 269332

9928, 530

1273, 127585

40662, 166424

9381, 1372

293660, 24428

51876, 127585

68724, 54320

97370, 7453

68179, 140607

8373, 14161

14161, 44115

7299, 36022

1273, 246655

267852, 6637

166424, 271110

9738, 9741

262543, 76341

20504, 262500

135397, 27576

14069, 86331

19901, 310593

44912, 155

167, 281957

16258, 245891

10865, 150540

11232, 2313

37933, 51739

2114, 955

1724, 271110

110415, 1690

4977, 64686

49530, 157336

27205, 81188

238603, 258193

1272, 957

1724, 1771

11470, 10285

1724, 99861

174675, 11633

251516, 135397

60935, 1091

17431, 286217

307663, 604

297222, 1259

198184, 296

158015, 21407

9562, 105

262500, 76341

10200, 17654

9954, 12225

9920, 11549

10045, 16869

283995, 100402

8884, 281957

834, 1593

118340, 102899

183011, 30061

366924, 76589

174675, 9323

10045, 707

41154, 7453

8836, 19995

43933, 7453

4723, 27576

1635, 11068

644, 534

27205, 11360

127585, 76170

12889, 296

8870, 286217

9620, 534

11232, 8390

135397, 329

61791, 6950

7453, 679

37933, 847

9341, 95

7450, 7453

1576, 201088

218043, 352044

175774, 279229

107985, 246655

13475, 168

1635, 2313

8452, 17431

240832, 263472

10138, 1771

279229, 87101

80274, 286217

69315, 16157

20526, 264660

13475, 602

61791, 10527

13460, 19995

5552, 76492

8373, 857

10771, 105

534, 87101

14161, 281957

140607, 1892

80274, 157336

1562, 7191

534, 218

267852, 89

11237, 9325

45612, 193893

72190, 14451

76757, 118340

297761, 102899

16577, 271110

604, 955

44943, 101299

11232, 10340

286217, 568

299534, 271110

49047, 157336

2135, 100402

17654, 59678

37686, 245891

140607, 11

70160, 9323

170, 72190

2787, 238636

36648, 49026

818, 238713

91314, 15618

166424, 99861

220289, 8656

97020, 106646

122906, 105

49047, 286217

14139, 258480

19901, 263472

174772, 41436

49849, 228161

10679, 290305

1738, 251

1771, 100402

262504, 262500

295830, 349176

1895, 140607

12107, 106912

246655, 1771

608, 955

15512, 601

293660, 68721

54138, 228161

818, 27576

13811, 186929

38055, 1368

174772, 7191

264660, 9323

1562, 1576

70981, 602

9738, 11188

605, 27576

11127, 19995

76726, 41436

1576, 159824

7191, 602

251516, 98566

6479, 218

4977, 11360

297761, 100402

44943, 7191

13460, 13475

11633, 13981

10483, 602

2048, 157336

12279, 177677

338676, 294254

7512, 281

8698, 296

49849, 76640

170, 294254

11633, 534

141052, 102899

11127, 602

27205, 4507

1381, 7350

9016, 22

10483, 10017

124905, 19545

2269, 26480

10138, 100402

6278, 20784

834, 181533

19898, 140607

8843, 181283

299687, 602

68724, 157336

1927, 155

193687, 16642

19995, 49529

361358, 357159

10796, 104691

43933, 395

9016, 217

39254, 307081

2675, 217

12180, 1894

13183, 49026

11253, 1771

118340, 286217

13183, 49521

44912, 100402

293660, 10195

68721, 100402

51876, 76170

246655, 271110

299534, 100402

10304, 602

121856, 307663

7191, 14161

4474, 23830

10045, 290764

818, 602

137113, 602

11633, 76341

49049, 10651

218043, 158852

87421, 27576

6278, 31190

7450, 118340

9480, 155

44678, 68718

286217, 75174

44912, 183011

44833, 9538

10771, 27576

9693, 604

69315, 1891

68179, 118340

7450, 602

17445, 378674

8285, 668

72545, 210577

16577, 100402

238603, 7191

11127, 114478

23048, 55580

284053, 271110

38, 27066

1927, 49026

101299, 4723

19898, 157336

37707, 330

59967, 357096

32985, 134597

2269, 755

31867, 35791

9480, 1771

1272, 602

1576, 246655

157336, 232420

122906, 1375

131631, 9323

220289, 4723

1381, 858

206487, 127585

8884, 273481

60747, 277216

6479, 294254

44943, 14161

10679, 257624

87421, 281957

43933, 137113

38321, 105231

19543, 44548

44912, 14011

72710, 106

34069, 4437

8452, 198663

9341, 11123

253312, 157336

72559, 14869

242095, 201088

14139, 119450

49529, 49849

101299, 27576

644, 603

60747, 9679

307663, 78

49521, 9531

10865, 9806

4977, 616

51620, 45453

253312, 87101

114478, 869

12279, 673

43933, 602

240832, 979

7551, 273481

71469, 602

114478, 157336

12279, 674

6278, 82960

605, 140300

6479, 87101

10796, 249070

75612, 19995

23048, 4507

14161, 602

12437, 12090

170, 668

39254, 1246

13811, 27576

14069, 292431

440, 7453

15512, 91314

122906, 127585

174772, 602

71469, 24428

34069, 602

19995, 10681

435, 534

145135, 321258

198184, 264660

20526, 603

68726, 124905

55420, 303643

262500, 157336

11633, 87101

75612, 602

157350, 16314

71469, 106

10796, 106912

36648, 1924

17445, 217993

13648, 157336

31011, 45612

834, 12444

102899, 271110

17654, 8836

140607, 118340

17431, 157336

157336, 4507

174675, 87101

34851, 91314

68724, 811

299687, 137113

102899, 166424

1272, 157336

70160, 314

13648, 131631

42684, 49050

44678, 44943

43933, 145221

37686, 76341

12211, 675

17431, 264644

10138, 99861

10796, 269332

158852, 105

51620, 13475

145135, 137113

157350, 40508

9562, 87101

9920, 27576

37707, 1930

9381, 101299

284054, 1771

8452, 49049

137113, 228161

10138, 68721

9016, 1996

218043, 246655

74, 1597

178809, 8355

68726, 140607

264660, 78

44943, 602

36586, 49026

157336, 19913

293660, 100402

41154, 348

8645, 8656

1452, 30061

44912, 30061

49529, 12088

32985, 68735

1894, 140607

180, 807

1771, 228150

299534, 99861

114478, 602

1272, 95

9381, 17

297222, 4507

238615, 97051

166424, 1771

69315, 1893

7453, 602

98566, 272

45612, 867

44833, 22825

253312, 177572

8870, 177572

228161, 157336

435, 95

36586, 1771

2787, 14161

242095, 284427

46529, 955

271110, 99861

1903, 321697

42684, 44943

98566, 49026

8870, 157336

14337, 24469

8285, 956

38, 4507

72559, 101299

97370, 602

1724, 24428

11253, 100402

131631, 110415

14869, 27576

75612, 157336

193687, 28468

7551, 137113

12180, 1892

246655, 100402

39538, 157336

49530, 87101

23048, 112160

4977, 638

64635, 35632

36648, 11411

273271, 76341

38055, 10651

88751, 425

238615, 9388

72559, 75656

286217, 157336

9693, 602

157350, 18885

19543, 14863

1487, 1452

12889, 605

14011, 100402

209112, 100402

42188, 275949

13183, 272

283995, 271110

206487, 105

76757, 286217

39254, 157336

6278, 190770

13183, 27576

135397, 76341

46529, 956

40662, 271110

4474, 9671

604, 140300

1771, 24428

72190, 8408

4977, 81188

51999, 12225

2135, 177572

60935, 13475

72559, 27576

366924, 14011

49049, 59967

44833, 3034

8836, 91314

68721, 1771

60747, 602

14011, 183011

100402, 271110

2048, 281957

54138, 118340

1738, 9697

118340, 157336

19901, 68718

16866, 34851

1635, 858

13183, 155

218043, 352043

7299, 36024

31867, 7737

7512, 114

16873, 10681

37933, 129

158015, 263472

869, 19995

10200, 602

141052, 183011

24428, 166424

68179, 157336

12180, 140607

145135, 87421

36586, 155

17654, 840

2789, 6479

31011, 13597

39538, 51999

31867, 10274

59967, 76341

39254, 1375

70981, 348

107985, 158852

9381, 11427

2269, 36648

1487, 49026

62215, 353569

4474, 6589

59967, 281957

137113, 49849

39538, 602

74, 49519

1381, 38

240832, 258480

13648, 76341

72545, 177677

60935, 44214

32985, 9017

605, 955

13475, 152

157350, 262500

157353, 201088

332502, 602

11633, 78

167, 602

145135, 19995

297761, 30061

295830, 32657

295830, 334298

9341, 40160

